payment_id,loan_id,payment_date,emi_due,amount_paid,days_late,payment_status
PMT003201,LN00172,2026-02-09,26705.52,26705.52,9,Late
PMT003202,LN00172,2026-03-11,26705.52,26705.52,16,Late
PMT003203,LN00172,2026-04-10,26705.52,0.0,58,Missed
PMT003204,LN00172,2026-05-10,26705.52,26705.52,0,On-time
PMT003205,LN00172,2026-06-09,26705.52,26705.52,0,On-time
PMT003206,LN00172,2026-07-09,26705.52,26705.52,0,On-time
PMT003207,LN00173,2021-09-11,14466.64,14466.64,0,On-time
PMT003208,LN00173,2021-10-11,14466.64,14466.64,0,On-time
PMT003209,LN00173,2021-11-10,14466.64,14466.64,0,On-time
PMT003210,LN00173,2021-12-10,14466.64,14466.64,17,Late
PMT003211,LN00173,2022-01-09,14466.64,14466.64,0,On-time
PMT003212,LN00173,2022-02-08,14466.64,14466.64,0,On-time
PMT003213,LN00173,2022-03-10,14466.64,14466.64,0,On-time
PMT003214,LN00173,2022-04-09,14466.64,14466.64,0,On-time
PMT003215,LN00173,2022-05-09,14466.64,14466.64,0,On-time
PMT003216,LN00173,2022-06-08,14466.64,14466.64,0,On-time
PMT003217,LN00173,2022-07-08,14466.64,14466.64,0,On-time
PMT003218,LN00173,2022-08-07,14466.64,14466.64,25,Late
PMT003219,LN00173,2022-09-06,14466.64,14466.64,0,On-time
PMT003220,LN00173,2022-10-06,14466.64,14466.64,0,On-time
PMT003221,LN00173,2022-11-05,14466.64,14466.64,0,On-time
PMT003222,LN00173,2022-12-05,14466.64,14466.64,0,On-time
PMT003223,LN00173,2023-01-04,14466.64,14466.64,0,On-time
PMT003224,LN00173,2023-02-03,14466.64,14466.64,0,On-time
PMT003225,LN00173,2023-03-05,14466.64,14466.64,3,Late
PMT003226,LN00173,2023-04-04,14466.64,14466.64,0,On-time
PMT003227,LN00174,2022-08-20,64983.41,0.0,37,Missed
PMT003228,LN00174,2022-09-19,64983.41,64983.41,4,Late
PMT003229,LN00174,2022-10-19,64983.41,0.0,31,Missed
PMT003230,LN00174,2022-11-18,64983.41,64983.41,0,On-time
PMT003231,LN00174,2022-12-18,64983.41,64983.41,0,On-time
PMT003232,LN00174,2023-01-17,64983.41,64983.41,0,On-time
PMT003233,LN00174,2023-02-16,64983.41,64983.41,0,On-time
PMT003234,LN00174,2023-03-18,64983.41,64983.41,0,On-time
PMT003235,LN00174,2023-04-17,64983.41,64983.41,15,Late
PMT003236,LN00174,2023-05-17,64983.41,64983.41,0,On-time
PMT003237,LN00174,2023-06-16,64983.41,64983.41,0,On-time
PMT003238,LN00174,2023-07-16,64983.41,64983.41,0,On-time
PMT003239,LN00174,2023-08-15,64983.41,64983.41,0,On-time
PMT003240,LN00174,2023-09-14,64983.41,64983.41,0,On-time
PMT003241,LN00174,2023-10-14,64983.41,64983.41,0,On-time
PMT003242,LN00174,2023-11-13,64983.41,64983.41,0,On-time
PMT003243,LN00174,2023-12-13,64983.41,64983.41,0,On-time
PMT003244,LN00174,2024-01-12,64983.41,0.0,42,Missed
PMT003245,LN00174,2024-02-11,64983.41,64983.41,21,Late
PMT003246,LN00174,2024-03-12,64983.41,64983.41,0,On-time
PMT003247,LN00174,2024-04-11,64983.41,64983.41,0,On-time
PMT003248,LN00174,2024-05-11,64983.41,64983.41,18,Late
PMT003249,LN00174,2024-06-10,64983.41,64983.41,0,On-time
PMT003250,LN00174,2024-07-10,64983.41,64983.41,0,On-time
PMT003251,LN00174,2024-08-09,64983.41,64983.41,0,On-time
PMT003252,LN00174,2024-09-08,64983.41,64983.41,0,On-time
PMT003253,LN00175,2021-02-19,45475.23,45475.23,0,On-time
PMT003254,LN00175,2021-03-21,45475.23,45475.23,0,On-time
PMT003255,LN00175,2021-04-20,45475.23,45475.23,0,On-time
PMT003256,LN00175,2021-05-20,45475.23,45475.23,0,On-time
PMT003257,LN00175,2021-06-19,45475.23,45475.23,12,Late
PMT003258,LN00175,2021-07-19,45475.23,45475.23,0,On-time
PMT003259,LN00175,2021-08-18,45475.23,45475.23,0,On-time
PMT003260,LN00175,2021-09-17,45475.23,0.0,33,Missed
PMT003261,LN00175,2021-10-17,45475.23,45475.23,0,On-time
PMT003262,LN00175,2021-11-16,45475.23,45475.23,0,On-time
PMT003263,LN00175,2021-12-16,45475.23,0.0,58,Missed
PMT003264,LN00175,2022-01-15,45475.23,45475.23,16,Late
PMT003265,LN00176,2023-03-11,48635.39,48635.39,18,Late
PMT003266,LN00176,2023-04-10,48635.39,48635.39,0,On-time
PMT003267,LN00176,2023-05-10,48635.39,48635.39,24,Late
PMT003268,LN00176,2023-06-09,48635.39,48635.39,2,Late
PMT003269,LN00176,2023-07-09,48635.39,48635.39,0,On-time
PMT003270,LN00176,2023-08-08,48635.39,48635.39,0,On-time
PMT003271,LN00176,2023-09-07,48635.39,48635.39,0,On-time
PMT003272,LN00176,2023-10-07,48635.39,48635.39,0,On-time
PMT003273,LN00176,2023-11-06,48635.39,48635.39,0,On-time
PMT003274,LN00176,2023-12-06,48635.39,48635.39,0,On-time
PMT003275,LN00176,2024-01-05,48635.39,48635.39,0,On-time
PMT003276,LN00176,2024-02-04,48635.39,48635.39,0,On-time
PMT003277,LN00176,2024-03-05,48635.39,48635.39,0,On-time
PMT003278,LN00176,2024-04-04,48635.39,0.0,49,Missed
PMT003279,LN00176,2024-05-04,48635.39,48635.39,0,On-time
PMT003280,LN00177,2024-06-21,15252.02,15252.02,8,Late
PMT003281,LN00177,2024-07-21,15252.02,15252.02,0,On-time
PMT003282,LN00177,2024-08-20,15252.02,15252.02,14,Late
PMT003283,LN00177,2024-09-19,15252.02,15252.02,0,On-time
PMT003284,LN00177,2024-10-19,15252.02,15252.02,0,On-time
PMT003285,LN00177,2024-11-18,15252.02,15252.02,0,On-time
PMT003286,LN00177,2024-12-18,15252.02,15252.02,0,On-time
PMT003287,LN00177,2025-01-17,15252.02,15252.02,0,On-time
PMT003288,LN00177,2025-02-16,15252.02,15252.02,0,On-time
PMT003289,LN00177,2025-03-18,15252.02,15252.02,0,On-time
PMT003290,LN00177,2025-04-17,15252.02,15252.02,0,On-time
PMT003291,LN00177,2025-05-17,15252.02,0.0,42,Missed
PMT003292,LN00177,2025-06-16,15252.02,15252.02,18,Late
PMT003293,LN00177,2025-07-16,15252.02,15252.02,0,On-time
PMT003294,LN00177,2025-08-15,15252.02,15252.02,0,On-time
PMT003295,LN00177,2025-09-14,15252.02,0.0,46,Missed
PMT003296,LN00177,2025-10-14,15252.02,15252.02,13,Late
PMT003297,LN00177,2025-11-13,15252.02,15252.02,21,Late
PMT003298,LN00177,2025-12-13,15252.02,0.0,45,Missed
PMT003299,LN00177,2026-01-12,15252.02,15252.02,0,On-time
PMT003300,LN00177,2026-02-11,15252.02,15252.02,0,On-time
PMT003301,LN00177,2026-03-13,15252.02,15252.02,0,On-time
PMT003302,LN00177,2026-04-12,15252.02,15252.02,0,On-time
PMT003303,LN00177,2026-05-12,15252.02,15252.02,0,On-time
PMT003304,LN00177,2026-06-11,15252.02,,0,On-time
PMT003305,LN00177,2026-07-11,15252.02,15252.02,0,On-time
PMT003306,LN00178,2023-02-09,38169.09,38169.09,0,On-time
PMT003307,LN00178,2023-03-11,38169.09,38169.09,0,On-time
PMT003308,LN00178,2023-04-10,38169.09,38169.09,0,On-time
PMT003309,LN00178,2023-05-10,38169.09,38169.09,0,On-time
PMT003310,LN00178,2023-06-09,38169.09,0.0,36,Missed
PMT003311,LN00178,2023-07-09,38169.09,38169.09,0,On-time
PMT003312,LN00179,2025-08-09,31495.59,31495.59,0,On-time
PMT003313,LN00179,2025-09-08,31495.59,31495.59,0,On-time
PMT003314,LN00179,2025-10-08,31495.59,31495.59,0,On-time
PMT003315,LN00179,2025-11-07,31495.59,31495.59,25,Late
PMT003316,LN00179,2025-12-07,31495.59,31495.59,0,On-time
PMT003317,LN00179,2026-01-06,31495.59,31495.59,0,On-time
PMT003318,LN00179,2026-02-05,31495.59,31495.59,0,On-time
PMT003319,LN00179,2026-03-07,31495.59,31495.59,0,On-time
PMT003320,LN00179,2026-04-06,31495.59,31495.59,0,On-time
PMT003321,LN00179,2026-05-06,31495.59,0.0,32,Missed
PMT003322,LN00179,2026-06-05,31495.59,31495.59,4,Late
PMT003323,LN00179,2026-07-05,31495.59,0.0,32,Missed
PMT003324,LN00180,2021-03-24,46587.78,46587.78,13,Late
PMT003325,LN00180,2021-04-23,46587.78,46587.78,0,On-time
PMT003326,LN00180,2021-05-23,46587.78,0.0,27,Missed
PMT003327,LN00180,2021-06-22,46587.78,46587.78,0,On-time
PMT003328,LN00180,2021-07-22,46587.78,46587.78,23,Late
PMT003329,LN00180,2021-08-21,46587.78,46587.78,22,Late
PMT003330,LN00180,2021-09-20,46587.78,46587.78,0,On-time
PMT003331,LN00180,2021-10-20,46587.78,46587.78,0,On-time
PMT003332,LN00180,2021-11-19,46587.78,46587.78,0,On-time
PMT003333,LN00180,2021-12-19,46587.78,46587.78,0,On-time
PMT003334,LN00180,2022-01-18,46587.78,,0,On-time
PMT003335,LN00180,2022-02-17,46587.78,46587.78,0,On-time
PMT003336,LN00180,2022-03-19,46587.78,46587.78,11,Late
PMT003337,LN00180,2022-04-18,46587.78,46587.78,9,Late
PMT003338,LN00180,2022-05-18,46587.78,46587.78,0,On-time
PMT003339,LN00180,2022-06-17,46587.78,46587.78,0,On-time
PMT003340,LN00180,2022-07-17,46587.78,46587.78,0,On-time
PMT003341,LN00180,2022-08-16,46587.78,46587.78,0,On-time
PMT003342,LN00180,2022-09-15,46587.78,46587.78,0,On-time
PMT003343,LN00180,2022-10-15,46587.78,46587.78,0,On-time
PMT003344,LN00180,2022-11-14,46587.78,46587.78,0,On-time
PMT003345,LN00180,2022-12-14,46587.78,46587.78,0,On-time
PMT003346,LN00180,2023-01-13,46587.78,46587.78,19,Late
PMT003347,LN00180,2023-02-12,46587.78,46587.78,0,On-time
PMT003348,LN00180,2023-03-14,46587.78,0.0,26,Missed
PMT003349,LN00180,2023-04-13,46587.78,46587.78,0,On-time
PMT003350,LN00180,2023-05-13,46587.78,46587.78,0,On-time
PMT003351,LN00180,2023-06-12,46587.78,46587.78,2,Late
PMT003352,LN00180,2023-07-12,46587.78,46587.78,0,On-time
PMT003353,LN00180,2023-08-11,46587.78,46587.78,0,On-time
PMT003354,LN00180,2023-09-10,46587.78,46587.78,0,On-time
PMT003355,LN00180,2023-10-10,46587.78,46587.78,0,On-time
PMT003356,LN00181,2024-12-06,6527.8,6527.8,12,Late
PMT003357,LN00181,2025-01-05,6527.8,0.0,42,Missed
PMT003358,LN00181,2025-02-04,6527.8,6527.8,0,On-time
PMT003359,LN00181,2025-03-06,6527.8,6527.8,11,Late
PMT003360,LN00181,2025-04-05,6527.8,6527.8,0,On-time
PMT003361,LN00181,2025-05-05,6527.8,6527.8,0,On-time
PMT003362,LN00181,2025-06-04,6527.8,0.0,57,Missed
PMT003363,LN00181,2025-07-04,6527.8,6527.8,0,On-time
PMT003364,LN00181,2025-08-03,6527.8,6527.8,0,On-time
PMT003365,LN00181,2025-09-02,6527.8,6527.8,0,On-time
PMT003366,LN00181,2025-10-02,6527.8,6527.8,0,On-time
PMT003367,LN00181,2025-11-01,6527.8,6527.8,0,On-time
PMT003368,LN00181,2025-12-01,6527.8,6527.8,0,On-time
PMT003369,LN00181,2025-12-31,6527.8,6527.8,0,On-time
PMT003370,LN00182,2024-08-29,27890.88,0.0,27,Missed
PMT003371,LN00182,2024-09-28,27890.88,0.0,30,Missed
PMT003372,LN00182,2024-10-28,27890.88,27890.88,0,On-time
PMT003373,LN00182,2024-11-27,27890.88,0.0,44,Missed
PMT003374,LN00182,2024-12-27,27890.88,0.0,39,Missed
PMT003375,LN00182,2025-01-26,27890.88,0.0,26,Missed
PMT003376,LN00182,2025-02-25,27890.88,27890.88,19,Late
PMT003377,LN00182,2025-03-27,27890.88,27890.88,0,On-time
PMT003378,LN00182,2025-04-26,27890.88,27890.88,5,Late
PMT003379,LN00182,2025-05-26,27890.88,0.0,39,Missed
PMT003380,LN00182,2025-06-25,27890.88,27890.88,17,Late
PMT003381,LN00182,2025-07-25,27890.88,0.0,44,Missed
PMT003382,LN00182,2025-08-24,27890.88,27890.88,0,On-time
PMT003383,LN00182,2025-09-23,27890.88,0.0,32,Missed
PMT003384,LN00182,2025-10-23,27890.88,0.0,47,Missed
PMT003385,LN00182,2025-11-22,27890.88,0.0,37,Missed
PMT003386,LN00182,2025-12-22,27890.88,0.0,48,Missed
PMT003387,LN00182,2026-01-21,27890.88,27890.88,25,Late
PMT003388,LN00182,2026-02-20,27890.88,27890.88,12,Late
PMT003389,LN00182,2026-03-22,27890.88,0.0,47,Missed
PMT003390,LN00182,2026-04-21,27890.88,27890.88,0,On-time
PMT003391,LN00182,2026-05-21,27890.88,27890.88,3,Late
PMT003392,LN00182,2026-06-20,27890.88,27890.88,0,On-time
PMT003393,LN00182,2026-07-20,27890.88,27890.88,16,Late
PMT003394,LN00183,2024-11-19,164999.97,164999.97,1,Late
PMT003395,LN00183,2024-12-19,164999.97,164999.97,0,On-time
PMT003396,LN00183,2025-01-18,164999.97,164999.97,0,On-time
PMT003397,LN00183,2025-02-17,164999.97,164999.97,0,On-time
PMT003398,LN00183,2025-03-19,164999.97,164999.97,18,Late
PMT003399,LN00183,2025-04-18,164999.97,164999.97,0,On-time
PMT003400,LN00183,2025-05-18,164999.97,164999.97,0,On-time
PMT003401,LN00183,2025-06-17,164999.97,164999.97,0,On-time
PMT003402,LN00183,2025-07-17,164999.97,164999.97,0,On-time
PMT003403,LN00183,2025-08-16,164999.97,164999.97,0,On-time
PMT003404,LN00183,2025-09-15,164999.97,164999.97,0,On-time
PMT003405,LN00183,2025-10-15,164999.97,164999.97,0,On-time
PMT003406,LN00183,2025-11-14,164999.97,164999.97,0,On-time
PMT003407,LN00183,2025-12-14,164999.97,164999.97,0,On-time
PMT003408,LN00183,2026-01-13,164999.97,164999.97,0,On-time
PMT003409,LN00183,2026-02-12,164999.97,164999.97,0,On-time
PMT003410,LN00183,2026-03-14,164999.97,0.0,38,Missed
PMT003411,LN00183,2026-04-13,164999.97,164999.97,0,On-time
PMT003412,LN00183,2026-05-13,164999.97,164999.97,0,On-time
PMT003413,LN00183,2026-06-12,164999.97,164999.97,0,On-time
PMT003414,LN00183,2026-07-12,164999.97,0.0,49,Missed
PMT003415,LN00184,2023-01-14,36433.88,36433.88,0,On-time
PMT003416,LN00184,2023-02-13,36433.88,36433.88,0,On-time
PMT003417,LN00184,2023-03-15,36433.88,36433.88,0,On-time
PMT003418,LN00184,2023-04-14,36433.88,36433.88,6,Late
PMT003419,LN00184,2023-05-14,36433.88,36433.88,0,On-time
PMT003420,LN00184,2023-06-13,36433.88,36433.88,0,On-time
PMT003421,LN00184,2023-07-13,36433.88,36433.88,0,On-time
PMT003422,LN00184,2023-08-12,36433.88,36433.88,0,On-time
PMT003423,LN00184,2023-09-11,36433.88,36433.88,0,On-time
PMT003424,LN00184,2023-10-11,36433.88,36433.88,0,On-time
PMT003425,LN00184,2023-11-10,36433.88,0.0,46,Missed
PMT003426,LN00184,2023-12-10,36433.88,36433.88,0,On-time
PMT003427,LN00184,2024-01-09,36433.88,36433.88,6,Late
PMT003428,LN00184,2024-02-08,36433.88,36433.88,0,On-time
PMT003429,LN00184,2024-03-09,36433.88,36433.88,0,On-time
PMT003430,LN00184,2024-04-08,36433.88,36433.88,0,On-time
PMT003431,LN00184,2024-05-08,36433.88,36433.88,0,On-time
PMT003432,LN00185,2024-06-27,34604.09,34604.09,0,On-time
PMT003433,LN00185,2024-07-27,34604.09,34604.09,23,Late
PMT003434,LN00185,2024-08-26,34604.09,34604.09,8,Late
PMT003435,LN00185,2024-09-25,34604.09,34604.09,10,Late
PMT003436,LN00185,2024-10-25,34604.09,34604.09,0,On-time
PMT003437,LN00185,2024-11-24,34604.09,34604.09,0,On-time
PMT003438,LN00185,2024-12-24,34604.09,34604.09,0,On-time
PMT003439,LN00185,2025-01-23,34604.09,34604.09,19,Late
PMT003440,LN00185,2025-02-22,34604.09,34604.09,0,On-time
PMT003441,LN00185,2025-03-24,34604.09,34604.09,14,Late
PMT003442,LN00185,2025-04-23,34604.09,34604.09,2,Late
PMT003443,LN00185,2025-05-23,34604.09,34604.09,0,On-time
PMT003444,LN00185,2025-06-22,34604.09,34604.09,0,On-time
PMT003445,LN00185,2025-07-22,34604.09,34604.09,18,Late
PMT003446,LN00185,2025-08-21,34604.09,34604.09,0,On-time
PMT003447,LN00185,2025-09-20,34604.09,34604.09,0,On-time
PMT003448,LN00185,2025-10-20,34604.09,34604.09,0,On-time
PMT003449,LN00185,2025-11-19,34604.09,34604.09,0,On-time
PMT003450,LN00185,2025-12-19,34604.09,34604.09,4,Late
PMT003451,LN00185,2026-01-18,34604.09,34604.09,0,On-time
PMT003452,LN00185,2026-02-17,34604.09,34604.09,0,On-time
PMT003453,LN00185,2026-03-19,34604.09,34604.09,0,On-time
PMT003454,LN00185,2026-04-18,34604.09,34604.09,0,On-time
PMT003455,LN00185,2026-05-18,34604.09,34604.09,10,Late
PMT003456,LN00185,2026-06-17,34604.09,34604.09,11,Late
PMT003457,LN00185,2026-07-17,34604.09,0.0,55,Missed
PMT003458,LN00186,2022-10-10,50411.15,50411.15,19,Late
PMT003459,LN00186,2022-11-09,50411.15,50411.15,0,On-time
PMT003460,LN00186,2022-12-09,50411.15,0.0,54,Missed
PMT003461,LN00186,2023-01-08,50411.15,50411.15,0,On-time
PMT003462,LN00186,2023-02-07,50411.15,50411.15,0,On-time
PMT003463,LN00186,2023-03-09,50411.15,50411.15,0,On-time
PMT003464,LN00186,2023-04-08,50411.15,50411.15,0,On-time
PMT003465,LN00186,2023-05-08,50411.15,50411.15,0,On-time
PMT003466,LN00186,2023-06-07,50411.15,50411.15,10,Late
PMT003467,LN00186,2023-07-07,50411.15,50411.15,0,On-time
PMT003468,LN00186,2023-08-06,50411.15,50411.15,0,On-time
PMT003469,LN00186,2023-09-05,50411.15,0.0,41,Missed
PMT003470,LN00186,2023-10-05,50411.15,50411.15,0,On-time
PMT003471,LN00186,2023-11-04,50411.15,50411.15,6,Late
PMT003472,LN00186,2023-12-04,50411.15,50411.15,23,Late
PMT003473,LN00186,2024-01-03,50411.15,50411.15,0,On-time
PMT003474,LN00186,2024-02-02,50411.15,50411.15,0,On-time
PMT003475,LN00186,2024-03-03,50411.15,50411.15,0,On-time
PMT003476,LN00186,2024-04-02,50411.15,50411.15,0,On-time
PMT003477,LN00186,2024-05-02,50411.15,50411.15,0,On-time
PMT003478,LN00186,2024-06-01,50411.15,50411.15,0,On-time
PMT003479,LN00186,2024-07-01,50411.15,50411.15,0,On-time
PMT003480,LN00186,2024-07-31,50411.15,50411.15,0,On-time
PMT003481,LN00186,2024-08-30,50411.15,50411.15,0,On-time
PMT003482,LN00187,2021-09-24,44183.76,44183.76,0,On-time
PMT003483,LN00187,2021-10-24,44183.76,44183.76,6,Late
PMT003484,LN00187,2021-11-23,44183.76,44183.76,0,On-time
PMT003485,LN00187,2021-12-23,44183.76,44183.76,1,Late
PMT003486,LN00187,2022-01-22,44183.76,44183.76,0,On-time
PMT003487,LN00187,2022-02-21,44183.76,44183.76,0,On-time
PMT003488,LN00187,2022-03-23,44183.76,0.0,32,Missed
PMT003489,LN00187,2022-04-22,44183.76,44183.76,0,On-time
PMT003490,LN00187,2022-05-22,44183.76,44183.76,0,On-time
PMT003491,LN00187,2022-06-21,44183.76,44183.76,0,On-time
PMT003492,LN00187,2022-07-21,44183.76,44183.76,0,On-time
PMT003493,LN00187,2022-08-20,44183.76,44183.76,17,Late
PMT003494,LN00187,2022-09-19,44183.76,44183.76,17,Late
PMT003495,LN00187,2022-10-19,44183.76,44183.76,0,On-time
PMT003496,LN00187,2022-11-18,44183.76,44183.76,0,On-time
PMT003497,LN00187,2022-12-18,44183.76,44183.76,0,On-time
PMT003498,LN00187,2023-01-17,44183.76,44183.76,0,On-time
PMT003499,LN00187,2023-02-16,44183.76,44183.76,0,On-time
PMT003500,LN00187,2023-03-18,44183.76,44183.76,0,On-time
PMT003501,LN00187,2023-04-17,44183.76,44183.76,0,On-time
PMT003502,LN00187,2023-05-17,44183.76,44183.76,0,On-time
PMT003503,LN00187,2023-06-16,44183.76,44183.76,0,On-time
PMT003504,LN00187,2023-07-16,44183.76,44183.76,0,On-time
PMT003505,LN00187,2023-08-15,44183.76,44183.76,0,On-time
PMT003506,LN00187,2023-09-14,44183.76,44183.76,0,On-time
PMT003507,LN00187,2023-10-14,44183.76,44183.76,19,Late
PMT003508,LN00187,2023-11-13,44183.76,44183.76,0,On-time
PMT003509,LN00187,2023-12-13,44183.76,44183.76,0,On-time
PMT003510,LN00187,2024-01-12,44183.76,44183.76,0,On-time
PMT003511,LN00187,2024-02-11,44183.76,44183.76,0,On-time
PMT003512,LN00187,2024-03-12,44183.76,44183.76,0,On-time
PMT003513,LN00188,2021-09-04,68619.7,68619.7,0,On-time
PMT003514,LN00188,2021-10-04,68619.7,68619.7,0,On-time
PMT003515,LN00188,2021-11-03,68619.7,68619.7,25,Late
PMT003516,LN00188,2021-12-03,68619.7,68619.7,0,On-time
PMT003517,LN00188,2022-01-02,68619.7,68619.7,0,On-time
PMT003518,LN00188,2022-02-01,68619.7,68619.7,0,On-time
PMT003519,LN00188,2022-03-03,68619.7,68619.7,20,Late
PMT003520,LN00188,2022-04-02,68619.7,68619.7,3,Late
PMT003521,LN00188,2022-05-02,68619.7,68619.7,0,On-time
PMT003522,LN00188,2022-06-01,68619.7,68619.7,0,On-time
PMT003523,LN00188,2022-07-01,68619.7,68619.7,17,Late
PMT003524,LN00188,2022-07-31,68619.7,68619.7,16,Late
PMT003525,LN00188,2022-08-30,68619.7,68619.7,17,Late
PMT003526,LN00188,2022-09-29,68619.7,68619.7,0,On-time
PMT003527,LN00188,2022-10-29,68619.7,0.0,45,Missed
PMT003528,LN00188,2022-11-28,68619.7,68619.7,22,Late
PMT003529,LN00188,2022-12-28,68619.7,68619.7,0,On-time
PMT003530,LN00188,2023-01-27,68619.7,68619.7,0,On-time
PMT003531,LN00188,2023-02-26,68619.7,68619.7,0,On-time
PMT003532,LN00188,2023-03-28,68619.7,68619.7,6,Late
PMT003533,LN00188,2023-04-27,68619.7,68619.7,0,On-time
PMT003534,LN00188,2023-05-27,68619.7,68619.7,0,On-time
PMT003535,LN00188,2023-06-26,68619.7,68619.7,0,On-time
PMT003536,LN00188,2023-07-26,68619.7,68619.7,0,On-time
PMT003537,LN00188,2023-08-25,68619.7,,0,On-time
PMT003538,LN00188,2023-09-24,68619.7,68619.7,8,Late
PMT003539,LN00188,2023-10-24,68619.7,68619.7,0,On-time
PMT003540,LN00188,2023-11-23,68619.7,68619.7,2,Late
PMT003541,LN00188,2023-12-23,68619.7,68619.7,0,On-time
PMT003542,LN00188,2024-01-22,68619.7,68619.7,0,On-time
PMT003543,LN00188,2024-02-21,68619.7,68619.7,0,On-time
PMT003544,LN00188,2024-03-22,68619.7,68619.7,0,On-time
PMT003545,LN00188,2024-04-21,68619.7,68619.7,0,On-time
PMT003546,LN00188,2024-05-21,68619.7,68619.7,0,On-time
PMT003547,LN00188,2024-06-20,68619.7,68619.7,0,On-time
PMT003548,LN00188,2024-07-20,68619.7,68619.7,0,On-time
PMT003549,LN00188,2024-08-19,68619.7,68619.7,0,On-time
PMT003550,LN00188,2024-09-18,68619.7,68619.7,0,On-time
PMT003551,LN00189,2022-04-27,33189.21,33189.21,0,On-time
PMT003552,LN00189,2022-05-27,33189.21,33189.21,0,On-time
PMT003553,LN00189,2022-06-26,33189.21,33189.21,0,On-time
PMT003554,LN00189,2022-07-26,33189.21,33189.21,0,On-time
PMT003555,LN00189,2022-08-25,33189.21,33189.21,0,On-time
PMT003556,LN00189,2022-09-24,33189.21,33189.21,0,On-time
PMT003557,LN00189,2022-10-24,33189.21,33189.21,0,On-time
PMT003558,LN00189,2022-11-23,33189.21,33189.21,0,On-time
PMT003559,LN00189,2022-12-23,33189.21,0.0,43,Missed
PMT003560,LN00189,2023-01-22,33189.21,33189.21,23,Late
PMT003561,LN00189,2023-02-21,33189.21,33189.21,0,On-time
PMT003562,LN00189,2023-03-23,33189.21,33189.21,5,Late
PMT003563,LN00189,2023-04-22,33189.21,33189.21,0,On-time
PMT003564,LN00189,2023-05-22,33189.21,33189.21,0,On-time
PMT003565,LN00189,2023-06-21,33189.21,33189.21,5,Late
PMT003566,LN00189,2023-07-21,33189.21,33189.21,0,On-time
PMT003567,LN00189,2023-08-20,33189.21,33189.21,0,On-time
PMT003568,LN00189,2023-09-19,33189.21,33189.21,0,On-time
PMT003569,LN00189,2023-10-19,33189.21,33189.21,0,On-time
PMT003570,LN00189,2023-11-18,33189.21,33189.21,25,Late
PMT003571,LN00189,2023-12-18,33189.21,33189.21,0,On-time
PMT003572,LN00189,2024-01-17,33189.21,33189.21,0,On-time
PMT003573,LN00189,2024-02-16,33189.21,33189.21,0,On-time
PMT003574,LN00189,2024-03-17,33189.21,33189.21,0,On-time
PMT003575,LN00189,2024-04-16,33189.21,33189.21,0,On-time
PMT003576,LN00189,2024-05-16,33189.21,33189.21,0,On-time
PMT003577,LN00190,2021-08-04,20591.28,0.0,29,Missed
PMT003578,LN00190,2021-09-03,20591.28,20591.28,0,On-time
PMT003579,LN00190,2021-10-03,20591.28,20591.28,8,Late
PMT003580,LN00190,2021-11-02,20591.28,20591.28,15,Late
PMT003581,LN00190,2021-12-02,20591.28,20591.28,0,On-time
PMT003582,LN00190,2022-01-01,20591.28,20591.28,0,On-time
PMT003583,LN00190,2022-01-31,20591.28,20591.28,4,Late
PMT003584,LN00190,2022-03-02,20591.28,20591.28,0,On-time
PMT003585,LN00190,2022-04-01,20591.28,20591.28,0,On-time
PMT003586,LN00190,2022-05-01,20591.28,20591.28,22,Late
PMT003587,LN00190,2022-05-31,20591.28,20591.28,0,On-time
PMT003588,LN00190,2022-06-30,20591.28,20591.28,0,On-time
PMT003589,LN00190,2022-07-30,20591.28,20591.28,0,On-time
PMT003590,LN00190,2022-08-29,20591.28,20591.28,0,On-time
PMT003591,LN00190,2022-09-28,20591.28,20591.28,22,Late
PMT003592,LN00190,2022-10-28,20591.28,0.0,30,Missed
PMT003593,LN00190,2022-11-27,20591.28,20591.28,0,On-time
PMT003594,LN00190,2022-12-27,20591.28,20591.28,0,On-time
PMT003595,LN00190,2023-01-26,20591.28,20591.28,0,On-time
PMT003596,LN00190,2023-02-25,20591.28,20591.28,6,Late
PMT003597,LN00190,2023-03-27,20591.28,20591.28,0,On-time
PMT003598,LN00190,2023-04-26,20591.28,0.0,39,Missed
PMT003599,LN00190,2023-05-26,20591.28,20591.28,0,On-time
PMT003600,LN00190,2023-06-25,20591.28,20591.28,9,Late
PMT003601,LN00190,2023-07-25,20591.28,20591.28,0,On-time
PMT003602,LN00190,2023-08-24,20591.28,0.0,60,Missed
PMT003603,LN00190,2023-09-23,20591.28,20591.28,3,Late
PMT003604,LN00190,2023-10-23,20591.28,20591.28,0,On-time
PMT003605,LN00190,2023-11-22,20591.28,20591.28,0,On-time
PMT003606,LN00190,2023-12-22,20591.28,20591.28,0,On-time
PMT003607,LN00190,2024-01-21,20591.28,20591.28,0,On-time
PMT003608,LN00190,2024-02-20,20591.28,20591.28,4,Late
PMT003609,LN00190,2024-03-21,20591.28,20591.28,0,On-time
PMT003610,LN00190,2024-04-20,20591.28,20591.28,0,On-time
PMT003611,LN00190,2024-05-20,20591.28,20591.28,0,On-time
PMT003612,LN00190,2024-06-19,20591.28,20591.28,0,On-time
PMT003613,LN00190,2024-07-19,20591.28,20591.28,14,Late
PMT003614,LN00190,2024-08-18,20591.28,20591.28,13,Late
